GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_UP	-0.25075	-1.0789	0.2897	0.89181	1	0.275	0.181	0.228	0.83308	0.322
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	-0.2793	-1.0787	0.3102	0.88992	1	0.244	0.146	0.209	0.83315	0.318
GSE3982_DC_VS_MAC_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_MAC_UP	-0.2408	-1.0784	0.2925	0.888	1	0.162	0.119	0.145	0.83087	0.317
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	-0.23415	-1.0783	0.3385	0.88556	1	0.225	0.185	0.186	0.82921	0.316
GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_DN	-0.22771	-1.0781	0.3619	0.88337	1	0.337	0.268	0.25	0.82722	0.312
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	-0.25088	-1.0769	0.3196	0.88641	1	0.271	0.213	0.216	0.82893	0.316
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	-0.27237	-1.0767	0.369	0.88435	1	0.309	0.195	0.252	0.82718	0.311
GSE14350_IL2RB_KO_VS_WT_TEFF_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_IL2RB_KO_VS_WT_TEFF_DN	-0.24406	-1.0758	0.3145	0.88501	1	0.248	0.188	0.204	0.82949	0.313
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_UP	-0.23074	-1.0752	0.2993	0.88471	1	0.229	0.188	0.189	0.82883	0.314
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	110	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	-0.2807	-1.0737	0.3377	0.88898	1	0.236	0.14	0.205	0.83533	0.318
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	-0.23116	-1.0732	0.3277	0.88843	1	0.312	0.236	0.242	0.83451	0.317
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	-0.30135	-1.0725	0.376	0.8886	1	0.285	0.167	0.24	0.83758	0.315
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	-0.23332	-1.0723	0.2743	0.88647	1	0.182	0.14	0.158	0.83491	0.314
GSE22886_NAIVE_BCELL_VS_DC_UP	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_DC_UP	-0.23199	-1.0708	0.2984	0.89056	1	0.215	0.143	0.186	0.83776	0.319
GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP	-0.2238	-1.0703	0.3114	0.88999	1	0.251	0.202	0.203	0.83901	0.319
GSE360_L_DONOVANI_VS_T_GONDII_DC_UP	125	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_T_GONDII_DC_UP	-0.25404	-1.0702	0.3004	0.88729	1	0.216	0.145	0.186	0.83627	0.316
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_DN	-0.24261	-1.0693	0.3196	0.88835	1	0.293	0.202	0.237	0.83782	0.318
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	-0.2747	-1.069	0.3619	0.88673	1	0.296	0.194	0.242	0.83678	0.313
GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD8_TCELL_VS_NEUTROPHIL_DN	-0.22798	-1.0686	0.3229	0.88586	1	0.25	0.19	0.205	0.83444	0.312
GSE360_CTRL_VS_L_MAJOR_DC_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_L_MAJOR_DC_DN	-0.26884	-1.068	0.3346	0.88279	1	0.258	0.158	0.22	0.83198	0.311
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	-0.24819	-1.068	0.3502	0.88555	1	0.286	0.211	0.228	0.83467	0.317
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	-0.25787	-1.0679	0.3891	0.88037	1	0.358	0.288	0.259	0.82932	0.308
GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP	-0.21881	-1.0677	0.3382	0.87839	1	0.262	0.254	0.198	0.82667	0.303
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	-0.2218	-1.0664	0.3136	0.88163	1	0.3	0.252	0.227	0.82825	0.301
GSE17721_LPS_VS_CPG_1H_BMDM_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_1H_BMDM_DN	-0.2414	-1.0659	0.322	0.88092	1	0.221	0.145	0.191	0.82813	0.301
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	-0.24046	-1.0642	0.3424	0.8863	1	0.222	0.169	0.187	0.83519	0.308
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_UP	-0.21551	-1.0638	0.2862	0.88537	1	0.333	0.249	0.254	0.83586	0.309
GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN	-0.22884	-1.0635	0.3446	0.88369	1	0.231	0.177	0.193	0.83324	0.308
GSE360_CTRL_VS_L_MAJOR_DC_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_L_MAJOR_DC_UP	-0.22394	-1.0635	0.3244	0.88122	1	0.204	0.152	0.175	0.83117	0.306
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_UP	-0.23541	-1.0632	0.3489	0.87956	1	0.195	0.151	0.168	0.82857	0.303
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_UP	-0.22822	-1.0631	0.3195	0.87757	1	0.248	0.181	0.206	0.82691	0.301
GSE17721_LPS_VS_CPG_4H_BMDM_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_4H_BMDM_UP	-0.24484	-1.063	0.3678	0.8753	1	0.271	0.201	0.219	0.82434	0.298
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	-0.27874	-1.0611	0.3631	0.88072	1	0.321	0.2	0.26	0.83255	0.303
GSE17721_0.5H_VS_4H_CPG_BMDM_UP	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_CPG_BMDM_UP	-0.21546	-1.0598	0.3301	0.8836	1	0.19	0.156	0.163	0.83274	0.305
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	-0.31583	-1.0596	0.41	0.88174	1	0.336	0.202	0.271	0.83017	0.302
GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	-0.23088	-1.0596	0.3565	0.8791	1	0.208	0.154	0.178	0.82763	0.299
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_UP	-0.25654	-1.059	0.3488	0.87898	1	0.261	0.194	0.213	0.82728	0.301
GSE3982_MAC_VS_TH1_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_TH1_UP	-0.23832	-1.059	0.3226	0.87633	1	0.313	0.241	0.241	0.82476	0.299
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	-0.25107	-1.0576	0.3647	0.88013	1	0.303	0.214	0.241	0.8286	0.302
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP	-0.22589	-1.057	0.343	0.87957	1	0.248	0.205	0.2	0.82796	0.301
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	-0.23188	-1.0567	0.3275	0.87829	1	0.254	0.203	0.205	0.82566	0.3
GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	-0.21683	-1.0564	0.3327	0.87695	1	0.218	0.185	0.18	0.82455	0.301
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	-0.26174	-1.0548	0.344	0.88169	1	0.282	0.185	0.233	0.82738	0.304
GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN	-0.26683	-1.0546	0.3524	0.87968	1	0.3	0.207	0.241	0.82589	0.299
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MDC_UP	-0.22908	-1.0542	0.3248	0.87896	1	0.175	0.124	0.155	0.82787	0.299
GSE3982_DC_VS_NEUTROPHIL_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_NEUTROPHIL_DN	-0.25027	-1.0531	0.35	0.88124	1	0.256	0.176	0.214	0.82863	0.3
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	-0.24279	-1.0522	0.3648	0.88226	1	0.183	0.143	0.159	0.8306	0.299
GSE17721_LPS_VS_POLYIC_6H_BMDM_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_6H_BMDM_DN	-0.22034	-1.0506	0.3615	0.88666	1	0.222	0.173	0.186	0.8347	0.304
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_UP	-0.23875	-1.0506	0.3665	0.8843	1	0.208	0.159	0.177	0.83288	0.3
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	-0.24182	-1.0499	0.3652	0.88457	1	0.189	0.129	0.166	0.83439	0.302
GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN	-0.28321	-1.0498	0.3892	0.88273	1	0.302	0.194	0.246	0.83204	0.301
GSE20715_0H_VS_6H_OZONE_TLR4_KO_LUNG_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20715_0H_VS_6H_OZONE_TLR4_KO_LUNG_DN	-0.23122	-1.0494	0.3502	0.88173	1	0.233	0.187	0.192	0.83102	0.299
GSE3982_DC_VS_BASOPHIL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_BASOPHIL_UP	-0.24001	-1.049	0.3529	0.87829	1	0.24	0.159	0.204	0.82996	0.296
GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_UP	-0.22844	-1.049	0.3303	0.88084	1	0.323	0.247	0.246	0.83238	0.299
GSE27786_CD4_TCELL_VS_NKTCELL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_NKTCELL_UP	-0.22216	-1.0489	0.3422	0.87618	1	0.217	0.182	0.18	0.82756	0.294
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDM_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDM_UP	-0.21497	-1.0463	0.3461	0.88495	1	0.288	0.202	0.233	0.83913	0.302
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	-0.27877	-1.0452	0.3812	0.88738	1	0.267	0.17	0.225	0.84263	0.307
GSE17721_PAM3CSK4_VS_CPG_6H_BMDM_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_6H_BMDM_DN	-0.20537	-1.0445	0.365	0.88826	1	0.255	0.211	0.203	0.8441	0.308
GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_DN	147	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_DN	-0.25457	-1.044	0.3925	0.88785	1	0.197	0.0963	0.18	0.84232	0.306
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP	-0.26225	-1.0432	0.3673	0.88856	1	0.2	0.108	0.18	0.84543	0.307
GSE7852_LN_VS_FAT_TREG_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_LN_VS_FAT_TREG_DN	-0.25608	-1.0431	0.3641	0.88666	1	0.287	0.204	0.232	0.84557	0.304
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDM_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDM_DN	-0.21819	-1.0429	0.376	0.88475	1	0.32	0.266	0.238	0.84317	0.302
GSE17721_0.5H_VS_12H_POLYIC_BMDM_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_POLYIC_BMDM_UP	-0.21311	-1.0423	0.3978	0.88497	1	0.285	0.237	0.22	0.84427	0.303
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	-0.23899	-1.042	0.3867	0.88345	1	0.191	0.136	0.167	0.84406	0.301
GSE3982_EOSINOPHIL_VS_TH1_UP	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_TH1_UP	-0.24373	-1.0412	0.3875	0.88457	1	0.312	0.209	0.25	0.84603	0.301
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	-0.28901	-1.0385	0.3879	0.89349	1	0.34	0.229	0.265	0.85553	0.309
GSE17721_CTRL_VS_LPS_4H_BMDM_DN	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_4H_BMDM_DN	-0.23667	-1.0381	0.3964	0.89268	1	0.285	0.201	0.23	0.85607	0.312
GSE17721_0.5H_VS_12H_LPS_BMDM_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_LPS_BMDM_DN	-0.19322	-1.0365	0.3788	0.89695	1	0.249	0.218	0.197	0.85836	0.319
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_UP	-0.24323	-1.0355	0.4031	0.89947	1	0.201	0.136	0.176	0.86119	0.322
GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN	-0.21585	-1.0354	0.384	0.89723	1	0.255	0.23	0.198	0.85943	0.319
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN	-0.24871	-1.0351	0.363	0.89586	1	0.22	0.136	0.192	0.85776	0.316
GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_BASOPHIL_UP	-0.24357	-1.0351	0.3981	0.89372	1	0.329	0.239	0.253	0.85555	0.309
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP	-0.23161	-1.035	0.406	0.89132	1	0.258	0.205	0.208	0.85346	0.304
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	-0.23159	-1.0348	0.4143	0.88978	1	0.293	0.239	0.226	0.85143	0.303
GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_DN	-0.23143	-1.0337	0.3803	0.89217	1	0.328	0.247	0.25	0.85534	0.306
GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	-0.22979	-1.0331	0.3966	0.89221	1	0.247	0.215	0.197	0.85518	0.306
GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	-0.28452	-1.0325	0.4073	0.89257	1	0.229	0.145	0.198	0.85562	0.306
GSE17721_LPS_VS_CPG_1H_BMDM_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_1H_BMDM_UP	-0.19761	-1.0317	0.3923	0.89355	1	0.388	0.305	0.273	0.85634	0.312
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	-0.22046	-1.0315	0.3984	0.88963	1	0.209	0.166	0.177	0.85208	0.305
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN	-0.21981	-1.0315	0.3776	0.89193	1	0.178	0.134	0.156	0.85439	0.312
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	-0.19794	-1.0305	0.4214	0.89155	1	0.209	0.202	0.169	0.8545	0.308
GSE29618_BCELL_VS_PDC_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_PDC_DN	-0.23633	-1.0303	0.4124	0.8902	1	0.176	0.108	0.159	0.85279	0.307
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-0.30802	-1.0298	0.4039	0.88972	1	0.296	0.167	0.249	0.85201	0.302
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	-0.236	-1.0296	0.4294	0.88838	1	0.242	0.156	0.207	0.85043	0.302
GSE17721_POLYIC_VS_CPG_8H_BMDM_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_8H_BMDM_UP	-0.22469	-1.0296	0.3918	0.88602	1	0.289	0.232	0.225	0.84816	0.297
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP	-0.20877	-1.0294	0.4139	0.88442	1	0.228	0.202	0.185	0.84677	0.297
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	-0.26088	-1.0292	0.3905	0.88304	1	0.295	0.193	0.241	0.8452	0.291
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN	188	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN	-0.28305	-1.0282	0.4175	0.88492	1	0.181	0.0941	0.166	0.84588	0.292
GSE25087_TREG_VS_TCONV_FETUS_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE25087_TREG_VS_TCONV_FETUS_UP	-0.24766	-1.0278	0.416	0.88443	1	0.19	0.132	0.167	0.84481	0.295
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN	-0.23765	-1.0275	0.4116	0.88098	1	0.246	0.186	0.203	0.84209	0.288
GSE17721_CTRL_VS_POLYIC_4H_BMDM_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_4H_BMDM_DN	-0.23686	-1.0275	0.4291	0.88308	1	0.26	0.191	0.213	0.84431	0.291
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP	-0.2391	-1.0258	0.4142	0.88569	1	0.327	0.213	0.261	0.84607	0.294
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	-0.22464	-1.0255	0.4323	0.88239	1	0.28	0.237	0.216	0.84443	0.29
GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	-0.22836	-1.0255	0.3996	0.88457	1	0.298	0.213	0.237	0.84664	0.29
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN	-0.2083	-1.0248	0.396	0.88332	1	0.283	0.232	0.22	0.84637	0.287
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDM_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDM_UP	-0.21254	-1.0239	0.3853	0.88458	1	0.225	0.183	0.187	0.84648	0.289
GSE27786_CD8_TCELL_VS_NKTCELL_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD8_TCELL_VS_NKTCELL_DN	-0.21719	-1.0233	0.3861	0.88244	1	0.27	0.212	0.215	0.84457	0.289
