GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	110	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_UP	0.22871	0.89913	0.6524	0.86553	1	0.2	0.18	0.165	0.85446	0.123
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.17927	0.89876	0.7747	0.86437	1	0.322	0.293	0.231	0.85387	0.122
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_UP	120	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_UP	0.18982	0.89876	0.705	0.8655	1	0.283	0.275	0.207	0.85499	0.122
GSE3982_MAST_CELL_VS_BCELL_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_BCELL_DN	0.19359	0.89791	0.6667	0.86578	1	0.15	0.149	0.129	0.85552	0.123
GSE20366_TREG_VS_TCONV_UP	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_TREG_VS_TCONV_UP	0.2185	0.89789	0.6184	0.86468	1	0.329	0.259	0.246	0.8544	0.117
GSE17721_LPS_VS_PAM3CSK4_2H_BMDM_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_2H_BMDM_DN	0.21087	0.89654	0.6284	0.86749	1	0.115	0.0975	0.105	0.85832	0.128
GSE3982_NKCELL_VS_TH2_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NKCELL_VS_TH2_DN	0.22128	0.89558	0.5841	0.86922	1	0.361	0.313	0.251	0.86123	0.131
GSE7460_CD8_TCELL_VS_TREG_ACT_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CD8_TCELL_VS_TREG_ACT_DN	0.19327	0.89519	0.6272	0.86922	1	0.371	0.331	0.251	0.86112	0.128
GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	0.19615	0.89506	0.7058	0.8685	1	0.309	0.276	0.227	0.86024	0.123
GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_UP	0.19801	0.89455	0.6804	0.86897	1	0.214	0.21	0.171	0.86066	0.123
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	0.19817	0.89454	0.6979	0.86788	1	0.151	0.126	0.134	0.85955	0.12
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	0.26385	0.89366	0.5592	0.86934	1	0.366	0.299	0.26	0.86069	0.124
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP	0.16712	0.8929	0.699	0.87044	1	0.223	0.24	0.172	0.86361	0.126
GSE17721_LPS_VS_CPG_2H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_2H_BMDM_UP	0.20134	0.89247	0.6591	0.87071	1	0.165	0.148	0.142	0.86408	0.126
GSE3982_NKCELL_VS_TH1_UP	134	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NKCELL_VS_TH1_UP	0.22376	0.8923	0.6242	0.87003	1	0.149	0.0822	0.138	0.86319	0.125
GSE29618_MONOCYTE_VS_PDC_UP	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_PDC_UP	0.25437	0.89204	0.588	0.86975	1	0.322	0.226	0.253	0.86211	0.124
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_UP	0.19905	0.89181	0.6585	0.86937	1	0.321	0.293	0.23	0.86232	0.12
GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_UP	0.17272	0.89173	0.7803	0.86853	1	0.108	0.113	0.0975	0.86121	0.12
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDM_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDM_DN	0.16673	0.89156	0.7218	0.86792	1	0.149	0.183	0.124	0.86014	0.118
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP	0.17734	0.8915	0.7343	0.86699	1	0.288	0.267	0.214	0.85914	0.118
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_DN	0.18774	0.89141	0.6984	0.86615	1	0.321	0.298	0.229	0.8595	0.114
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	0.18447	0.89079	0.6613	0.86676	1	0.302	0.301	0.214	0.8595	0.112
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_UP	0.19723	0.88991	0.6776	0.86829	1	0.301	0.276	0.221	0.86077	0.113
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	0.19877	0.88986	0.6933	0.86732	1	0.2	0.165	0.169	0.85967	0.111
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	0.21104	0.88947	0.697	0.86733	1	0.275	0.234	0.213	0.85968	0.111
GSE339_CD4POS_VS_CD4CD8DN_DC_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD4POS_VS_CD4CD8DN_DC_DN	0.17931	0.88922	0.7725	0.8669	1	0.189	0.197	0.154	0.8607	0.108
GSE17721_LPS_VS_CPG_16H_BMDM_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_16H_BMDM_UP	0.18171	0.88867	0.7827	0.8674	1	0.107	0.0874	0.0988	0.8611	0.109
GSE17721_CTRL_VS_LPS_6H_BMDM_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_6H_BMDM_DN	0.19603	0.88863	0.7066	0.86642	1	0.18	0.17	0.151	0.86029	0.107
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_DN	0.23319	0.88803	0.5848	0.86708	1	0.234	0.203	0.189	0.86095	0.107
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	0.18199	0.88722	0.7301	0.86829	1	0.0637	0.0601	0.0606	0.86274	0.107
GSE2826_XID_VS_BTK_KO_BCELL_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2826_XID_VS_BTK_KO_BCELL_DN	0.21929	0.88657	0.6177	0.8691	1	0.272	0.222	0.214	0.86421	0.11
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN	0.18022	0.88516	0.7348	0.87209	1	0.247	0.259	0.185	0.86651	0.113
GSE22886_NAIVE_BCELL_VS_MONOCYTE_UP	120	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_MONOCYTE_UP	0.21358	0.88485	0.7203	0.87185	1	0.25	0.206	0.2	0.86586	0.113
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	0.26725	0.88436	0.5655	0.87216	1	0.331	0.276	0.243	0.86645	0.112
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	0.25781	0.88381	0.5768	0.87261	1	0.275	0.252	0.209	0.8668	0.113
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP	0.16602	0.88351	0.75	0.87239	1	0.314	0.317	0.218	0.86789	0.112
GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDM_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDM_DN	0.17722	0.88345	0.7635	0.87147	1	0.275	0.275	0.202	0.86713	0.112
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	0.17092	0.88309	0.7833	0.87141	1	0.11	0.117	0.0985	0.86689	0.11
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN	0.17698	0.88262	0.7569	0.87158	1	0.236	0.235	0.183	0.86711	0.11
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	0.18472	0.88212	0.7651	0.87189	1	0.149	0.166	0.126	0.86669	0.108
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	113	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	0.2546	0.88087	0.6274	0.87435	1	0.221	0.169	0.185	0.87029	0.11
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	0.22162	0.88054	0.6617	0.8743	1	0.275	0.21	0.219	0.87057	0.108
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	0.2416	0.88052	0.5858	0.87327	1	0.201	0.164	0.17	0.8699	0.106
GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN	0.19218	0.88024	0.7232	0.87305	1	0.222	0.214	0.177	0.86981	0.105
GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	119	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	0.21655	0.87959	0.666	0.87383	1	0.134	0.111	0.121	0.87031	0.105
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP	125	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP	0.22415	0.87886	0.6965	0.87482	1	0.208	0.162	0.176	0.87219	0.106
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	0.19103	0.87786	0.6805	0.87663	1	0.393	0.351	0.259	0.87422	0.111
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP	0.19876	0.87773	0.7228	0.87587	1	0.274	0.248	0.209	0.87315	0.108
GSE3982_DC_VS_TH2_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_TH2_UP	0.20707	0.87767	0.6996	0.87495	1	0.297	0.252	0.225	0.87207	0.102
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN	0.22322	0.8774	0.6786	0.87462	1	0.286	0.242	0.219	0.87199	0.102
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	0.23021	0.87726	0.5784	0.87391	1	0.235	0.22	0.185	0.87147	0.102
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	0.18859	0.8769	0.7407	0.8738	1	0.112	0.101	0.102	0.87127	0.101
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_UP	0.20245	0.87646	0.7432	0.87393	1	0.213	0.194	0.173	0.87117	0.102
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_DN	0.19313	0.87613	0.7921	0.87381	1	0.224	0.214	0.178	0.87064	0.102
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDM_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDM_DN	0.18461	0.8745	0.7545	0.87735	1	0.123	0.113	0.111	0.87342	0.107
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDM_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDM_DN	0.16609	0.87403	0.7794	0.8776	1	0.0585	0.0514	0.0562	0.87399	0.107
GSE15930_STIM_VS_STIM_AND_IL-12_24H_CD8_T_CELL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_24H_CD8_T_CELL_UP	0.16446	0.87383	0.791	0.87712	1	0.202	0.256	0.153	0.87334	0.107
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDM_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDM_UP	0.18544	0.87334	0.7257	0.87737	1	0.2	0.194	0.163	0.87387	0.104
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_UP	138	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_UP	0.17879	0.8732	0.834	0.8767	1	0.326	0.298	0.231	0.87304	0.104
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN	0.17002	0.87303	0.8575	0.87608	1	0.249	0.25	0.189	0.8725	0.102
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	0.19574	0.87259	0.7361	0.87614	1	0.158	0.14	0.138	0.87291	0.101
GSE12366_GC_VS_MEMORY_BCELL_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_GC_VS_MEMORY_BCELL_UP	0.23679	0.87173	0.5946	0.87749	1	0.164	0.128	0.144	0.8735	0.104
GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	0.17257	0.8717	0.7566	0.87652	1	0.233	0.238	0.18	0.87244	0.101
GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP	0.2127	0.87155	0.7	0.87585	1	0.312	0.269	0.231	0.87183	0.101
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_DN	0.18041	0.87147	0.7361	0.87391	1	0.11	0.131	0.0966	0.86987	0.098
GSE3982_EOSINOPHIL_VS_DC_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_DC_DN	0.18371	0.87147	0.7804	0.87495	1	0.251	0.238	0.194	0.87093	0.099
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDM_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDM_DN	0.17674	0.87139	0.701	0.87307	1	0.222	0.24	0.171	0.86882	0.097
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDM_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_2H_BMDM_UP	0.18164	0.87103	0.8	0.87295	1	0.276	0.293	0.198	0.86899	0.097
GSE7852_LN_VS_FAT_TCONV_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_LN_VS_FAT_TCONV_DN	0.22817	0.86957	0.6338	0.87574	1	0.149	0.106	0.135	0.8715	0.098
GSE3982_DC_VS_NKCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_NKCELL_UP	0.20465	0.86935	0.66	0.87528	1	0.168	0.16	0.143	0.87226	0.096
GSE17721_4_VS_24H_CPG_BMDM_UP	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_4_VS_24H_CPG_BMDM_UP	0.1971	0.86933	0.7269	0.87428	1	0.233	0.224	0.183	0.87121	0.095
GSE10325_CD4_TCELL_VS_MYELOID_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_CD4_TCELL_VS_MYELOID_DN	0.23719	0.86724	0.5795	0.87872	1	0.364	0.248	0.277	0.87503	0.098
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_UP	0.18649	0.86633	0.7771	0.88016	1	0.193	0.193	0.158	0.87679	0.098
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	0.18349	0.86543	0.6934	0.88145	1	0.154	0.15	0.133	0.87894	0.096
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN	0.18284	0.86491	0.7564	0.88175	1	0.23	0.236	0.178	0.87899	0.096
GSE10325_BCELL_VS_MYELOID_UP	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_BCELL_VS_MYELOID_UP	0.20019	0.86435	0.7531	0.88224	1	0.309	0.287	0.223	0.87894	0.097
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDM_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDM_UP	0.17295	0.86374	0.7559	0.88271	1	0.447	0.384	0.279	0.87905	0.097
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_2H_VS_8H_LPS_STIM_DC_DN	0.2227	0.86358	0.6105	0.88203	1	0.179	0.155	0.153	0.87868	0.096
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_DN	0.18584	0.8635	0.7164	0.88118	1	0.205	0.218	0.162	0.87766	0.094
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDM_DN	0.17793	0.8627	0.8058	0.8812	1	0.234	0.232	0.182	0.8783	0.093
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	0.18922	0.8627	0.749	0.88225	1	0.286	0.297	0.203	0.87935	0.095
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_UP	0.19151	0.86261	0.8226	0.88037	1	0.196	0.181	0.163	0.87751	0.092
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	0.20011	0.8622	0.7015	0.88035	1	0.264	0.234	0.205	0.87668	0.088
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP	0.17848	0.86219	0.7716	0.87932	1	0.24	0.254	0.181	0.87564	0.087
GSE17721_LPS_VS_CPG_0.5H_BMDM_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_0.5H_BMDM_UP	0.18528	0.86168	0.7702	0.87961	1	0.272	0.263	0.203	0.87555	0.086
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN	0.18709	0.86167	0.7019	0.8786	1	0.178	0.177	0.148	0.87452	0.086
GSE3982_EOSINOPHIL_VS_TH1_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_TH1_DN	0.17735	0.86148	0.7571	0.87802	1	0.223	0.241	0.172	0.87484	0.086
GSE3982_BASOPHIL_VS_NKCELL_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BASOPHIL_VS_NKCELL_DN	0.19775	0.86126	0.7741	0.87755	1	0.34	0.302	0.24	0.87421	0.084
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_DN	0.20132	0.86097	0.6902	0.8773	1	0.33	0.283	0.24	0.87395	0.082
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.17382	0.86083	0.7465	0.87662	1	0.197	0.223	0.155	0.87292	0.082
GSE3982_EOSINOPHIL_VS_BCELL_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_BCELL_DN	0.17322	0.86032	0.8101	0.8769	1	0.156	0.172	0.131	0.87341	0.083
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN	88	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN	0.23504	0.85885	0.7352	0.87964	1	0.182	0.124	0.16	0.87647	0.084
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP	0.19244	0.85852	0.6973	0.87947	1	0.248	0.247	0.189	0.87668	0.083
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	61	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	0.25431	0.85814	0.6963	0.87942	1	0.164	0.124	0.144	0.87596	0.086
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	0.19319	0.85655	0.7348	0.88248	1	0.235	0.236	0.181	0.87862	0.086
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_UP	0.18185	0.85653	0.7862	0.8815	1	0.293	0.265	0.218	0.87759	0.086
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	0.1858	0.85644	0.81	0.88069	1	0.178	0.179	0.148	0.87732	0.082
GSE27786_LIN_NEG_VS_BCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LIN_NEG_VS_BCELL_UP	0.17815	0.85594	0.7797	0.88098	1	0.282	0.285	0.204	0.87759	0.083
